case,A,epsilon,time,nonlinear_delta_r_over_epsilon,linear_delta_r_over_epsilon,nonlinear_delta_psi_over_epsilon,linear_delta_psi_over_epsilon
exceptional_point,0.17845421487754967,0.01,362.0,3.9219796196316214,0.0033779166929884317,0.3574005613766307,-0.0014843821668126644
exceptional_point,0.17845421487754967,0.01,362.25,3.9347377001890504,0.003360884767694508,0.3618155315478211,-0.0014769772419225956
exceptional_point,0.17845421487754967,0.01,362.5,3.9475719439425405,0.003343937365785551,0.3662735403950762,-0.0014696085569747034
exceptional_point,0.17845421487754967,0.01,362.75,3.9604828939714953,0.003327074076450939,0.3707750581982111,-0.0014622759391287328
exceptional_point,0.17845421487754967,0.01,363.0,3.9734710973433285,0.003310294490820566,0.3753205607912674,-0.0014549792163390054
exceptional_point,0.17845421487754967,0.01,363.25,3.986537105134169,0.0032935982019559563,0.3799105296297317,-0.0014477182173509527
exceptional_point,0.17845421487754967,0.01,363.5,3.9996814724494456,0.003276984804841686,0.384545451858212,-0.0014404927716977188
exceptional_point,0.17845421487754967,0.01,363.75,4.012904758444225,0.003260453896376751,0.3892258203793464,-0.0014333027096967853
exceptional_point,0.17845421487754967,0.01,364.0,4.026207526343284,0.0032440050753655314,0.39395213392289796,-0.0014261478624464203
exceptional_point,0.17845421487754967,0.01,364.25,4.039590343461064,0.003227637942509418,0.3987248971161539,-0.0014190280618223924
exceptional_point,0.17845421487754967,0.01,364.5,4.053053781221272,0.0032113521003981132,0.403544620554791,-0.0014119431404745319
exceptional_point,0.17845421487754967,0.01,364.75,4.066598415176337,0.003195147153501143,0.4084118208747184,-0.0014048929318234166
exceptional_point,0.17845421487754967,0.01,365.0,4.08022482502649,0.0031790227081592024,0.4133270208243889,-0.0013978772700569534
exceptional_point,0.17845421487754967,0.01,365.25,4.093933594638665,0.0031629783725756434,0.4182907493380905,-0.001390895990127036
exceptional_point,0.17845421487754967,0.01,365.5,4.107725312065035,0.003147013756808189,0.4233035416101788,-0.0013839489277462677
exceptional_point,0.17845421487754967,0.01,365.75,4.121600569561279,0.0031311284727603725,0.4283659391698169,-0.0013770359193846181
exceptional_point,0.17845421487754967,0.01,366.0,4.135559963604507,0.003115322134173038,0.4334784899566013,-0.0013701568022660543
exceptional_point,0.17845421487754967,0.01,366.25,4.149604094910885,0.0030995943566163252,0.4386417483970312,-0.0013633114143653808
exceptional_point,0.17845421487754967,0.01,366.5,4.163733568452832,0.0030839447574809173,0.4438562754818687,-0.0013564995944048152
exceptional_point,0.17845421487754967,0.01,366.75,4.177948993475966,0.003068372955970085,0.44912263884406556,-0.0013497211818508242
exceptional_point,0.17845421487754967,0.01,367.0,4.192250983515589,0.0030528785730913536,0.45444141283773887,-0.0013429760169108565
exceptional_point,0.17845421487754967,0.01,367.25,4.206640156412722,0.0030374612316482015,0.4598131786178572,-0.0013362639405300576
exceptional_point,0.17845421487754967,0.01,367.5,4.221117134329888,0.003022120556231977,0.46523852422068745,-0.0013295847943880826
exceptional_point,0.17845421487754967,0.01,367.75,4.235682543766283,0.0030068561732136878,0.47071804464514644,-0.0013229384208958645
exceptional_point,0.17845421487754967,0.01,368.0,4.250337015572625,0.0029916677107359535,0.4762523419350406,-0.0013163246631924255
exceptional_point,0.17845421487754967,0.01,368.25,4.265081184965447,0.002976554798704832,0.4818420252619665,-0.0013097433651416601
exceptional_point,0.17845421487754967,0.01,368.5,4.279915691540969,0.0029615170687819744,0.4874877110090631,-0.0013031943713292286
exceptional_point,0.17845421487754967,0.01,368.75,4.294841179288444,0.0029465541543764093,0.4931900228558078,-0.0012966775270593076
exceptional_point,0.17845421487754967,0.01,369.0,4.309858296602909,0.002931665690636656,0.4989495918633624,-0.0012901926783514903
exceptional_point,0.17845421487754967,0.01,369.25,4.324967696297488,0.002916851314442789,0.5047670565608731,-0.0012837396719376248
exceptional_point,0.17845421487754967,0.01,369.5,4.340170035615087,0.0029021106643985395,0.5106430630327952,-0.0012773183552587189
exceptional_point,0.17845421487754967,0.01,369.75,4.355465976239503,0.0028874433808234777,0.5165782650066175,-0.0012709285764618155
exceptional_point,0.17845421487754967,0.01,370.0,4.37085618430586,0.0028728491057450527,0.5225733239417663,-0.0012645701843968743
exceptional_point,0.17845421487754967,0.01,370.25,4.38634133041057,0.002858327482890834,0.5286289091194163,-0.0012582430286136803
exceptional_point,0.17845421487754967,0.01,370.5,4.401922089620413,0.0028438781576808933,0.5347456977327608,-0.001251946959358829
exceptional_point,0.17845421487754967,0.01,370.75,4.417599141481176,0.0028295007772197347,0.5409243749784576,-0.0012456818275725506
exceptional_point,0.17845421487754967,0.01,371.0,4.43337317002539,0.0028151949902891172,0.5471656341486275,-0.001239447484885833
exceptional_point,0.17845421487754967,0.01,371.25,4.4492448637794775,0.0028009604473397784,0.5534701767240524,-0.00123324378361718
exceptional_point,0.17845421487754967,0.01,371.5,4.465214915770066,0.0027867968004842885,0.559838712467936,-0.0012270705767697446
exceptional_point,0.17845421487754967,0.01,371.75,4.481284023529508,0.0027727037034890882,0.5662719595204729,-0.001220927718028207
exceptional_point,0.17845421487754967,0.01,372.0,4.497452889100739,0.0027586808117672904,0.5727706444944469,-0.001214815061755879
exceptional_point,0.17845421487754967,0.01,372.25,4.513722219041072,0.0027447277823707938,0.5793355025713709,-0.0012087324629916152
exceptional_point,0.17845421487754967,0.01,372.5,4.53009272442536,0.002730844273982969,0.5859672775989228,-0.0012026797774468885
exceptional_point,0.17845421487754967,0.01,372.75,4.546565120848101,0.0027170299469111347,0.5926667221885396,-0.001196656861502806
exceptional_point,0.17845421487754967,0.01,373.0,4.563140128424736,0.002703284463079136,0.5994345978144577,-0.0011906635722071712
exceptional_point,0.17845421487754967,0.01,373.25,4.579818471791897,0.002689607486019843,0.6062716749131447,-0.0011846997672715009
exceptional_point,0.17845421487754967,0.01,373.5,4.596600880106805,0.0026759986808681515,0.613178732983713,-0.0011787653050682342
exceptional_point,0.17845421487754967,0.01,373.75,4.613488087045503,0.0026624577143528833,0.620156560689078,-0.0011728600446275373
exceptional_point,0.17845421487754967,0.01,374.0,4.630480830800221,0.002648984254790337,0.6272059559579907,-0.0011669838456347214
exceptional_point,0.17845421487754967,0.01,374.25,4.647579854075512,0.0026355779720765395,0.6343277260877883,-0.0011611365684271575
exceptional_point,0.17845421487754967,0.01,374.5,4.664785904083335,0.0026222385376799173,0.6415226878477731,-0.0011553180739913914
exceptional_point,0.17845421487754967,0.01,374.75,4.68209973253707,0.002608965624634233,0.648791667583673,-0.001149528223960309
exceptional_point,0.17845421487754967,0.01,375.0,4.699522095644248,0.0025957589075316116,0.6561355013227133,-0.0011437668806103592
exceptional_point,0.17845421487754967,0.01,375.25,4.7170537540980995,0.0025826180625149555,0.6635550348793068,-0.001138033906858555
exceptional_point,0.17845421487754967,0.01,375.5,4.734695473067907,0.0025695427672711175,0.6710511239616607,-0.001132329166259748
exceptional_point,0.17845421487754967,0.01,375.75,4.752448022188027,0.0025565327010238273,0.6786246342791263,-0.0011266525230037927
exceptional_point,0.17845421487754967,0.01,376.0,4.770312175545532,0.002543587544526311,0.6862764416500522,-0.0011210038419126418
exceptional_point,0.17845421487754967,0.01,376.25,4.7882887116666435,0.0025307069800546817,0.6940074321106299,-0.001115382988437683
exceptional_point,0.17845421487754967,0.01,376.5,4.8063784135015775,0.0025178906914006204,0.7018185020241957,-0.0011097898286568444
exceptional_point,0.17845421487754967,0.01,376.75,4.824582068408101,0.002505138363864607,0.7097105581912899,-0.0011042242292718717
exceptional_point,0.17845421487754967,0.01,377.0,4.842900468133504,0.002492449684248702,0.7176845179604568,-0.0010986860576054842
exceptional_point,0.17845421487754967,0.01,377.25,4.861334408795092,0.0024798243408501444,0.7257413093396614,-0.001093175181598782
exceptional_point,0.17845421487754967,0.01,377.5,4.879884690859104,0.00246726202345387,0.7338818711079831,-0.0010876914698083003
exceptional_point,0.17845421487754967,0.01,377.75,4.898552119117949,0.0024547624233260683,0.7421071529286921,-0.0010822347914034058
exceptional_point,0.17845421487754967,0.01,378.0,4.917337502665919,0.0024423252332072703,0.7504181154621176,-0.0010768050161635608
exceptional_point,0.17845421487754967,0.01,378.25,4.9362416548730526,0.002429950147305473,0.7588157304795395,-0.0010714020144755657
exceptional_point,0.17845421487754967,0.01,378.5,4.955265393357289,0.0024176368612894607,0.7673009809775283,-0.0010660256573308958
exceptional_point,0.17845421487754967,0.01,378.75,4.974409539954904,0.0024053850722820396,0.775874861292708,-0.0010606758163230051
exceptional_point,0.17845421487754967,0.01,379.0,4.993674920688984,0.0023931944788533298,0.7845383772173059,-0.0010553523636446325
exceptional_point,0.17845421487754967,0.01,379.25,5.013062365736043,0.002381064781014097,0.7932925461147017,-0.0010500551720851552
exceptional_point,0.17845421487754967,0.01,379.5,5.032572709390659,0.0023689956802091755,0.8021383970359564,-0.0010447841150279394
exceptional_point,0.17845421487754967,0.01,379.75,5.05220679002819,0.0023569868793108313,0.8110769708365634,-0.001039539066447698
exceptional_point,0.17845421487754967,0.01,380.0,5.071965450065341,0.0023450380826119414,0.8201093202933551,-0.0010343199009077726
exceptional_point,0.17845421487754967,0.01,380.25,5.091849535918658,0.0023331489958199106,0.829236510222156,-0.0010291264935576767
exceptional_point,0.17845421487754967,0.01,380.5,5.111859897960846,0.0023213193260496943,0.8384596175955439,-0.0010239587201303195
exceptional_point,0.17845421487754967,0.01,380.75,5.131997390474862,0.0023095487818174604,0.847779731661058,-0.0010188164569394733
exceptional_point,0.17845421487754967,0.01,381.0,5.152262871605773,0.0022978370730342445,0.8571979540595881,-0.001013699580877218
exceptional_point,0.17845421487754967,0.01,381.25,5.172657203310182,0.002286183910999365,0.8667153989438875,-0.0010086079694113194
exceptional_point,0.17845421487754967,0.01,381.5,5.193181251303402,0.0022745890083939063,0.8763331930977281,-0.0010035415005826055
exceptional_point,0.17845421487754967,0.01,381.75,5.213835885003959,0.0022630520792747467,0.886052476054569,-0.0009985000530025822
exceptional_point,0.17845421487754967,0.01,382.0,5.234621977475817,0.0022515728390675345,0.8958744002169533,-0.0009934835058506264
exceptional_point,0.17845421487754967,0.01,382.25,5.25554040536782,0.002240151004561096,0.9058001309756925,-0.0009884917388717225
exceptional_point,0.17845421487754967,0.01,382.5,5.276592048850636,0.0022287862939005983,0.915830846829066,-0.0009835246323737408
exceptional_point,0.17845421487754967,0.01,382.75,5.297777791550873,0.0022174784265814778,0.9259677395020399,-0.0009785820672249949
exceptional_point,0.17845421487754967,0.01,383.0,5.319098520482479,0.0022062271234431262,0.9362120140655683,-0.000973663924851712
exceptional_point,0.17845421487754967,0.01,383.25,5.3405551259753326,0.0021950321066628747,0.9465648890556871,-0.0009687700872356131
exceptional_point,0.17845421487754967,0.01,383.5,5.362148501600839,0.002183893099749419,0.9570275965924135,-0.0009639004369112843
exceptional_point,0.17845421487754967,0.01,383.75,5.383879544094583,0.002172809827536971,0.9676013824986507,-0.000959054856963823
exceptional_point,0.17845421487754967,0.01,384.0,5.4057491532759405,0.002161782016179094,0.978287506418532,-0.0009542332310263554
exceptional_point,0.17845421487754967,0.01,384.25,5.427758231964541,0.00215080939314238,0.9890872419354935,-0.0009494354432775151
exceptional_point,0.17845421487754967,0.01,384.5,5.449907685893606,0.002139891687200584,1.000001876690501,-0.0009446613784390735
exceptional_point,0.17845421487754967,0.01,384.75,5.472198423619845,0.002129028628428543,1.011032712499002,-0.0009399109217734966
exceptional_point,0.17845421487754967,0.01,385.0,5.494631356430257,0.0021182199481959044,1.022181065468103,-0.0009351839590814364
exceptional_point,0.17845421487754967,0.01,385.25,5.517207398245249,0.0021074653791614464,1.0334482661126214,-0.0009304803766994292
exceptional_point,0.17845421487754967,0.01,385.5,5.539927465518457,0.0020967646552669285,1.0448356594710329,-0.0009258000614974414
exceptional_point,0.17845421487754967,0.01,385.75,5.562792477132872,0.0020861175117311715,1.0563446052203633,-0.0009211429008764759
exceptional_point,0.17845421487754967,0.01,386.0,5.585803354293361,0.002075523685044074,1.0679764777903915,-0.0009165087827661707
exceptional_point,0.17845421487754967,0.01,386.25,5.608961020415437,0.002064982912960825,1.07973266647724,-0.0009118975956224685
exceptional_point,0.17845421487754967,0.01,386.5,5.6322664010102,0.00205449493449593,1.091614575555433,-0.0009073092284252168
exceptional_point,0.17845421487754967,0.01,386.75,5.655720423565347,0.0020440594899174655,1.1036236243897934,-0.0009027435706758434
exceptional_point,0.17845421487754967,0.01,387.0,5.679324017422305,0.0020336763207410647,1.1157612475454353,-0.0008982005123949538
exceptional_point,0.17845421487754967,0.01,387.25,5.703078113649163,0.0020233451697243892,1.1280288948974564,-0.000893679944120084
exceptional_point,0.17845421487754967,0.01,387.5,5.7269836449094775,0.0020130657808611844,1.1404280317384357,-0.0008891817569033174
exceptional_point,0.17845421487754967,0.01,387.75,5.7510415453268955,0.0020028378993755622,1.1529601388852617,-0.0008847058423089822
exceptional_point,0.17845421487754967,0.01,388.0,5.775252750345383,0.0019926612717162,1.1656267127842623,-0.0008802520924113103
exceptional_point,0.17845421487754967,0.01,388.25,5.799618196585055,0.001982535645550879,1.1784292656148192,-0.000875820399792235
exceptional_point,0.17845421487754967,0.01,388.5,5.824138821693436,0.001972460769760626,1.1913693253913893,-0.0008714106575390246
exceptional_point,0.17845421487754967,0.01,388.75,5.8488155641922335,0.001962436394433992,1.2044484360638152,-0.000867022759241992
exceptional_point,0.17845421487754967,0.01,389.0,5.873649363319277,0.0019524622708618127,1.2176681576155561,-0.0008626565989923527
exceptional_point,0.17845421487754967,0.01,389.25,5.898641158865769,0.0019425381515310786,1.2310300661603268,-0.0008583120713797857
exceptional_point,0.17845421487754967,0.01,389.5,5.923791891008611,0.001932663790119838,1.24453575403633,-0.0008539890714903447
exceptional_point,0.17845421487754967,0.01,389.75,5.949102500137726,0.0019228389414913728,1.2581868298985277,-0.000849687494904128
exceptional_point,0.17845421487754967,0.01,390.0,5.974573926678361,0.0019130633616887733,1.2719849188085441,-0.0008454072376930832
exceptional_point,0.17845421487754967,0.01,390.25,6.0002071109081845,0.0019033368079294584,1.285931662322101,-0.0008411481964187871
exceptional_point,0.17845421487754967,0.01,390.5,6.026002992769108,0.0018936590385996042,1.3000287185739257,-0.0008369102681302034
exceptional_point,0.17845421487754967,0.01,390.75,6.051962511673736,0.0018840298132488927,1.3142777623599944,-0.000832693350361558
exceptional_point,0.17845421487754967,0.01,391.0,6.078086606306432,0.0018744488925848623,1.328680485216921,-0.0008284973411300519
exceptional_point,0.17845421487754967,0.01,391.25,6.104376214418694,0.001864916038467677,1.3432385954984332,-0.0008243221389337559
exceptional_point,0.17845421487754967,0.01,391.5,6.130832272618925,0.001855431013904618,1.3579538184486455,-0.0008201676427493777
exceptional_point,0.17845421487754967,0.01,391.75,6.157455716156501,0.0018459935830448793,1.3728278962723772,-0.0008160337520301589
exceptional_point,0.17845421487754967,0.01,392.0,6.184247478699844,0.0018366035111741245,1.3878625882015994,-0.0008119203667036687
exceptional_point,0.17845421487754967,0.01,392.25,6.211208492108666,0.001827260564709255,1.4030596705588483,-0.0008078273871696918
exceptional_point,0.17845421487754967,0.01,392.5,6.238339686199989,0.0018179645111930107,1.4184209368165501,-0.0008037547142980514
exceptional_point,0.17845421487754967,0.01,392.75,6.265641988508208,0.0018087151192889062,1.4339481976527069,-0.0007997022494265418
exceptional_point,0.17845421487754967,0.01,393.0,6.29311632403865,0.0017995121587758291,1.4496432810024606,-0.0007956698943587545
exceptional_point,0.17845421487754967,0.01,393.25,6.320763615014912,0.0017903554005429402,1.465508032105403,-0.000791657551362009
exceptional_point,0.17845421487754967,0.01,393.5,6.348584780619726,0.0017812446165843842,1.4815443135487216,-0.0007876651231652131
exceptional_point,0.17845421487754967,0.01,393.75,6.376580736729154,0.0017721795799941896,1.4977540053055294,-0.0007836925129567974
exceptional_point,0.17845421487754967,0.01,394.0,6.404752395640145,0.001763160064961203,1.5141390047685777,-0.0007797396243826516
exceptional_point,0.17845421487754967,0.01,394.25,6.433100665791402,0.0017541858467637283,1.5307012267791686,-0.0007758063615439762
exceptional_point,0.17845421487754967,0.01,394.5,6.461626451477198,0.0017452567017647795,1.547442603650695,-0.0007718926289953241
exceptional_point,0.17845421487754967,0.01,394.75,6.490330652554388,0.0017363724074066637,1.5643650851870055,-0.0007679983317424407
exceptional_point,0.17845421487754967,0.01,395.0,6.519214164142206,0.001727532742206288,1.5814706386953896,-0.0007641233752403275
exceptional_point,0.17845421487754967,0.01,395.25,6.548277876314945,0.0017187374857495542,1.5987612489935465,-0.0007602676653910049
exceptional_point,0.17845421487754967,0.01,395.5,6.5775226737873504,0.0017099864186872805,1.6162389184108088,-0.0007564311085418109
exceptional_point,0.17845421487754967,0.01,395.75,6.606949435592646,0.0017012793227292088,1.6339056667832863,-0.0007526136114830145
exceptional_point,0.17845421487754967,0.01,396.0,6.636559034753042,0.0016926159806396953,1.6517635314424377,-0.0007488150814460431
exceptional_point,0.17845421487754967,0.01,396.25,6.66635233794276,0.0016839961762326217,1.669814567197117,-0.0007450354261014195
exceptional_point,0.17845421487754967,0.01,396.5,6.696330205143297,0.001675419694366359,1.6880608463089475,-0.0007412745535567179
exceptional_point,0.17845421487754967,0.01,396.75,6.726493489290963,0.0016668863209390436,1.706504458460492,-0.0007375323723546449
exceptional_point,0.17845421487754967,0.01,397.0,6.7568430359166705,0.0016583958428835215,1.7251475107160519,-0.0007338087914709932
exceptional_point,0.17845421487754967,0.01,397.25,6.787379682777616,0.0016499480481626976,1.7439921274751828,-0.0007301037203127399
exceptional_point,0.17845421487754967,0.01,397.5,6.818104259481094,0.001641542725764631,1.7630404504181878,-0.0007264170687160552
exceptional_point,0.17845421487754967,0.01,397.75,6.8490175871001036,0.0016331796656975062,1.782294638443546,-0.0007227487469442784
exceptional_point,0.17845421487754967,0.01,398.0,6.880120477780804,0.0016248586589853568,1.8017568675972262,-0.0007190986656861438
exceptional_point,0.17845421487754967,0.01,398.25,6.911413734341698,0.0016165794976627187,1.8214293309934515,-0.0007154667360536385
exceptional_point,0.17845421487754967,0.01,398.5,6.942898149864451,0.0016083419747703386,1.8413142387261883,-0.0007118528695802404
exceptional_point,0.17845421487754967,0.01,398.75,6.9745745072763095,0.0016001458843501821,1.8614138177720867,-0.0007082569782188939
exceptional_point,0.17845421487754967,0.01,399.0,7.006443578923971,0.0015919910214409274,1.8817303118837585,-0.0007046789743401665
exceptional_point,0.17845421487754967,0.01,399.25,7.0385061261389765,0.0015838771820730496,1.9022659814731973,-0.0007011187707302651
exceptional_point,0.17845421487754967,0.01,399.5,7.070762898794369,0.0015758041632644713,1.9230231034857241,-0.000697576280589251
exceptional_point,0.17845421487754967,0.01,399.75,7.103214634852684,0.0015677717630156172,1.9440039712631085,-0.0006940514175290334
exceptional_point,0.17845421487754967,0.01,400.0,7.1358620599052625,0.001559779780305038,1.9652108943965823,-0.0006905440955715833
exceptional_point,0.17845421487754967,0.01,400.25,7.168705886702697,0.001551828015084647,1.9866461985687338,-0.0006870542291469986
exceptional_point,0.17845421487754967,0.01,400.5,7.201746814676402,0.0015439162682752718,2.0083122253844397,-0.000683581733091688
exceptional_point,0.17845421487754967,0.01,400.75,7.234985529451299,0.001536044341762031,2.0302113321900213,-0.000680126522646485
exceptional_point,0.17845421487754967,0.01,401.0,7.268422702349652,0.0015282120383897776,2.052345891880847,-0.0006766885134547977
exceptional_point,0.17845421487754967,0.01,401.25,7.302058989885729,0.0015204191619586983,2.074718292696914,-0.0006732676215608111
exceptional_point,0.17845421487754967,0.01,401.5,7.3358950332516715,0.0015126655172196548,2.0973309380055594,-0.0006698637634075874
exceptional_point,0.17845421487754967,0.01,401.75,7.36993145779421,0.0015049509098698198,2.1201862460719867,-0.000666476855835287
exceptional_point,0.17845421487754967,0.01,402.0,7.404168872482364,0.0014972751465483147,2.1432866498161314,-0.0006631068160793864
exceptional_point,0.17845421487754967,0.01,402.25,7.438607869366087,0.001489638034831546,2.1666345965565355,-0.0006597535617687815
exceptional_point,0.17845421487754967,0.01,402.5,7.473249023025829,0.0014820393832289881,2.190232547740217,-0.0006564170109240615
exceptional_point,0.17845421487754967,0.01,402.75,7.508092890013041,0.0014744790011786547,2.21408297865833,-0.0006530970819556669
exceptional_point,0.17845421487754967,0.01,403.0,7.543140008281701,0.001466956699042883,2.2381883781476763,-0.0006497936936621607
exceptional_point,0.17845421487754967,0.01,403.25,7.578390896610654,0.0014594722881037833,2.262551248277331,-0.0006465067652283748
exceptional_point,0.17845421487754967,0.01,403.5,7.613846054017093,0.001452025580559127,2.287174104019629,-0.0006432362162237335
exceptional_point,0.17845421487754967,0.01,403.75,7.649505959160929,0.0014446163895178133,2.312059472906325,-0.0006399819666003953
exceptional_point,0.17845421487754967,0.01,404.0,7.685371069740332,0.0014372445289957331,2.3372098946685322,-0.0006367439366915711
exceptional_point,0.17845421487754967,0.01,404.25,7.721441821878294,0.0014299098139114869,2.3626279208602607,-0.0006335220472097656
exceptional_point,0.17845421487754967,0.01,404.5,7.75771862950042,0.0014226120600819311,2.388316114465791,-0.0006303162192449681
exceptional_point,0.17845421487754967,0.01,404.75,7.79420188370391,0.001415351084218339,2.414277049489655,-0.0006271263742630684
exceptional_point,0.17845421487754967,0.01,405.0,7.830891952117902,0.0014081267039216605,2.4405133105296795,-0.0006239524341039376
exceptional_point,0.17845421487754967,0.01,405.25,7.867789178255169,0.0014009387376787972,2.467027492331944,-0.0006207943209798904
exceptional_point,0.17845421487754967,0.01,405.5,7.904893880855357,0.001393787004858169,2.493822199328108,-0.000617651957473875
exceptional_point,0.17845421487754967,0.01,405.75,7.942206353219783,0.0013866713257056152,2.520900045154037,-0.0006145252665378
exceptional_point,0.17845421487754967,0.01,406.0,7.97972686253805,0.0013795915213402484,2.548263652149621,-0.0006114141714908373
exceptional_point,0.17845421487754967,0.01,406.25,8.01745564920644,0.0013725474137503103,2.575915650839691,-0.0006083185960177211
exceptional_point,0.17845421487754967,0.01,406.5,8.05539292613836,0.0013655388257892078,2.6038586793951435,-0.0006052384641671303
exceptional_point,0.17845421487754967,0.01,406.75,8.093538878066964,0.0013585655811711298,2.6320953830744953,-0.0006021737003498992
exceptional_point,0.17845421487754967,0.01,407.0,8.131893660840083,0.0013516275044673138,2.660628413644875,-0.0005991242293374718
exceptional_point,0.17845421487754967,0.01,407.25,8.170457400707697,0.0013447244211017638,2.6894604287827444,-0.0005960899762601684
exceptional_point,0.17845421487754967,0.01,407.5,8.209230193602169,0.0013378561573473859,2.7185940914533635,-0.0005930708666055896
exceptional_point,0.17845421487754967,0.01,407.75,8.248212104411278,0.0013310225403218355,2.7480320692691684,-0.0005900668262169164
exceptional_point,0.17845421487754967,0.01,408.0,8.287403166244566,0.0013242233979835335,2.777777033826445,-0.0005870777812912869
exceptional_point,0.17845421487754967,0.01,408.25,8.326803379693025,0.0013174585591278556,2.8078316600200077,-0.0005841036583782209
exceptional_point,0.17845421487754967,0.01,408.5,8.366412712082404,0.0013107278533829908,2.8381986253355556,-0.0005811443843779347
exceptional_point,0.17845421487754967,0.01,408.75,8.406231096720463,0.0013040311112060385,2.868880609119351,-0.0005781998865397311
exceptional_point,0.17845421487754967,0.01,409.0,8.446258432138498,0.0012973681638792595,2.8998802918249105,-0.0005752700924604648
exceptional_point,0.17845421487754967,0.01,409.25,8.486494581327308,0.0012907388435058613,2.9312003542365295,-0.0005723549300828222
exceptional_point,0.17845421487754967,0.01,409.5,8.526939370968078,0.001284142983006353,2.9628434766687444,-0.0005694543276938157
exceptional_point,0.17845421487754967,0.01,409.75,8.567592590658334,0.0012775804161146626,2.994812338142383,-0.0005665682139231921
exceptional_point,0.17845421487754967,0.01,410.0,8.608453992133624,0.0012710509773741694,3.0271096155362387,-0.0005636965177418088
exceptional_point,0.17845421487754967,0.01,410.25,8.649523288484884,0.0012645545021339134,3.059737982714081,-0.0005608391684600755
exceptional_point,0.17845421487754967,0.01,410.5,8.69080015337229,0.0012580908265448709,3.0927001096271,-0.0005579960957264245
exceptional_point,0.17845421487754967,0.01,410.75,8.73228422023573,0.0012516597875560393,3.125998661391041,-0.0005551672295257032
exceptional_point,0.17845421487754967,0.01,411.0,8.773975081502494,0.0012452612229106284,3.159636297338353,-0.0005523525001776191
exceptional_point,0.17845421487754967,0.01,411.25,8.815872287792448,0.001238894971142543,3.193615670044589,-0.0005495518383352717
exceptional_point,0.17845421487754967,0.01,411.5,8.857975347121426,0.0012325608715723253,3.2279394243292763,-0.0005467651749835131
exceptional_point,0.17845421487754967,0.01,411.75,8.900283724103053,0.0012262587643035489,3.262610196230373,-0.0005439924414374521
exceptional_point,0.17845421487754967,0.01,412.0,8.94279683914968,0.0012199884902192378,3.2976306119530925,-0.0005412335693409779
exceptional_point,0.17845421487754967,0.01,412.25,8.985514067672929,0.0012137498909779393,3.3330032867921577,-0.0005384884906651597
exceptional_point,0.17845421487754967,0.01,412.5,9.028434739284352,0.0012075428090102122,3.3687308240274745,-0.0005357571377067924
exceptional_point,0.17845421487754967,0.01,412.75,9.071558136996815,0.0012013670875149112,3.404815813793252,-0.0005330394430868741
exceptional_point,0.17845421487754967,0.01,413.0,9.11488349642725,0.0011952225704554822,3.4412608319203537,-0.0005303353397490737
exceptional_point,0.17845421487754967,0.01,413.25,9.158410005001183,0.0011891091025564723,3.478068438751905,-0.0005276447609583138
exceptional_point,0.17845421487754967,0.01,413.5,9.202136801160021,0.0011830265292997885,3.5152411779316717,-0.0005249676402992084
exceptional_point,0.17845421487754967,0.01,413.75,9.246062973571378,0.001176974696921154,3.552781575165825,-0.0005223039116746232
exceptional_point,0.17845421487754967,0.01,414.0,9.2901875603434,0.0011709534524065065,3.590692136957235,-0.0005196535093041861
exceptional_point,0.17845421487754967,0.01,414.25,9.334509548243618,0.0011649626434885624,3.6289753493130044,-0.0005170163677228666
exceptional_point,0.17845421487754967,0.01,414.5,9.379027871923196,0.001159002118642976,3.667633676425053,-0.0005143924217794083
exceptional_point,0.17845421487754967,0.01,414.75,9.423741413147136,0.0011530717270851324,3.706669559323439,-0.0005117816066350015
exceptional_point,0.17845421487754967,0.01,415.0,9.468649000031427,0.0011471713187664483,3.746085414502917,-0.0005091838577617531
exceptional_point,0.17845421487754967,0.01,415.25,9.513749406287685,0.0011413007443709221,3.785883632522585,-0.0005065991109412773
exceptional_point,0.17845421487754967,0.01,415.5,9.559041350476294,0.0011354598553117113,3.826066576579157,-0.0005040273022632758
exceptional_point,0.17845421487754967,0.01,415.75,9.604523495268758,0.0011296485037274857,3.866636581053176,-0.0005014683681240448
exceptional_point,0.17845421487754967,0.01,416.0,9.650194446720194,0.0011238665424791491,3.907595950029341,-0.0004989222452251148
exceptional_point,0.17845421487754967,0.01,416.25,9.696052753552742,0.0011181138251464009,3.9489469557907495,-0.000496388870571837
exceptional_point,0.17845421487754967,0.01,416.5,9.74209690645087,0.0011123902060242062,3.9906918372866804,-0.0004938681814719291
exceptional_point,0.17845421487754967,0.01,416.75,9.788325337369463,0.0011066955401194919,4.032832798575672,-0.0004913601155341127
exceptional_point,0.17845421487754967,0.01,417.0,9.834736418855627,0.001101029683147677,4.075372007242805,-0.00048886461066668
exceptional_point,0.17845421487754967,0.01,417.25,9.881328463385064,0.0010953924915293517,4.118311592792151,-0.0004863816050761276
exceptional_point,0.17845421487754967,0.01,417.5,9.928099722714245,0.0010897838223869795,4.161653645015487,-0.0004839110372657921
exceptional_point,0.17845421487754967,0.01,417.75,9.975048387249064,0.0010842035335414091,4.205400212335861,-0.00048145284603441364
exceptional_point,0.17845421487754967,0.01,418.0,10.022172585431155,0.0010786514835086898,4.249553300128767,-0.0004790069704748194
exceptional_point,0.17845421487754967,0.01,418.25,10.069470383142875,0.0010731275314966504,4.294114869019633,-0.00047657334997251483
