case,A,time,delta_r_over_epsilon,delta_psi_over_epsilon
stable_node,0.17840322435994352,596.4402554914063,0.0027397463890771667,-0.0008357709525067848
stable_node,0.17840322435994352,596.846549943376,0.0027275967654720487,-0.0008320646623966454
stable_node,0.17840322435994352,597.2528443953455,0.0027155010202652456,-0.0008283748080635087
stable_node,0.17840322435994352,597.6591388473151,0.0027034589145300755,-0.0008247013166225759
stable_node,0.17840322435994352,598.0654332992848,0.002691470210399377,-0.0008210441155122477
stable_node,0.17840322435994352,598.4717277512544,0.002679534671060934,-0.0008174031324927226
stable_node,0.17840322435994352,598.8780222032241,0.002667652060752458,-0.0008137782956444856
stable_node,0.17840322435994352,599.2843166551937,0.0026558221447572955,-0.000810169533366974
stable_node,0.17840322435994352,599.6906111071632,0.00264404468939969,-0.0008065767743771496
stable_node,0.17840322435994352,600.0969055591329,0.002632319462039873,-0.0008029999477080009
stable_node,0.17840322435994352,600.5032000111025,0.0026206462310700332,-0.0007994389827073007
stable_node,0.17840322435994352,600.9094944630722,0.0026090247659092034,-0.0007958938090360605
stable_node,0.17840322435994352,601.3157889150418,0.002597454836999027,-0.0007923643566672302
stable_node,0.17840322435994352,601.7220833670114,0.002585936215799043,-0.0007888505558842672
stable_node,0.17840322435994352,602.128377818981,0.0025744686747823805,-0.0007853523372798134
stable_node,0.17840322435994352,602.5346722709506,0.0025630519874309454,-0.000781869631754239
stable_node,0.17840322435994352,602.9409667229203,0.002551685928231364,-0.0007784023705143938
stable_node,0.17840322435994352,603.3472611748899,0.0025403702726701153,-0.0007749504850721316
stable_node,0.17840322435994352,603.7535556268596,0.0025291047972294052,-0.0007715139072430437
stable_node,0.17840322435994352,604.1598500788291,0.0025178892793825338,-0.0007680925691450556
stable_node,0.17840322435994352,604.5661445307987,0.002506723497589663,-0.0007646864031971249
stable_node,0.17840322435994352,604.9724389827684,0.00249560723129342,-0.0007612953421179059
stable_node,0.17840322435994352,605.378733434738,0.002484540260914332,-0.0007579193189243602
stable_node,0.17840322435994352,605.7850278867077,0.0024735223678467974,-0.0007545582669305225
stable_node,0.17840322435994352,606.1913223386773,0.0024625533344546325,-0.0007512121197461434
stable_node,0.17840322435994352,606.5976167906468,0.0024516329440665762,-0.0007478808112753214
stable_node,0.17840322435994352,607.0039112426165,0.002440760980972483,-0.0007445642757153343
stable_node,0.17840322435994352,607.4102056945861,0.002429937230418531,-0.0007412624475551876
stable_node,0.17840322435994352,607.8165001465558,0.002419161478603337,-0.0007379752615744218
stable_node,0.17840322435994352,608.2227945985254,0.0024084335126736195,-0.0007347026528417923
stable_node,0.17840322435994352,608.6290890504949,0.0023977531207199794,-0.0007314445567139821
stable_node,0.17840322435994352,609.0353835024646,0.0023871200917727317,-0.000728200908834331
stable_node,0.17840322435994352,609.4416779544342,0.0023765342157977057,-0.0007249716451315537
stable_node,0.17840322435994352,609.8479724064039,0.0023659952836922096,-0.0007217567018185079
stable_node,0.17840322435994352,610.2542668583735,0.0023555030872807947,-0.0007185560153909036
stable_node,0.17840322435994352,610.6605613103432,0.002345057419311116,-0.0007153695226260426
stable_node,0.17840322435994352,611.0668557623127,0.0023346580734499574,-0.0007121971605816006
stable_node,0.17840322435994352,611.4731502142823,0.002324304844279086,-0.0007090388665943653
stable_node,0.17840322435994352,611.879444666252,0.0023139975272910805,-0.0007058945782789709
stable_node,0.17840322435994352,612.2857391182216,0.0023037359188855873,-0.000702764233526742
stable_node,0.17840322435994352,612.6920335701913,0.0022935198163650116,-0.0006996477705043915
stable_node,0.17840322435994352,613.0983280221609,0.002283349017930681,-0.0006965451276528436
stable_node,0.17840322435994352,613.5046224741304,0.0022732233226787925,-0.0006934562436859993
stable_node,0.17840322435994352,613.9109169261001,0.00226314253059634,-0.0006903810575894972
stable_node,0.17840322435994352,614.3172113780697,0.0022531064425575283,-0.0006873195086196134
stable_node,0.17840322435994352,614.7235058300394,0.002243114860319351,-0.0006842715363019194
stable_node,0.17840322435994352,615.129800282009,0.0022331675865179886,-0.0006812370804301791
stable_node,0.17840322435994352,615.5360947339785,0.002223264424664892,-0.0006782160810651552
stable_node,0.17840322435994352,615.9423891859482,0.002213405179142817,-0.000675208478533398
stable_node,0.17840322435994352,616.3486836379178,0.0022035896552019194,-0.0006722142134260596
stable_node,0.17840322435994352,616.7549780898875,0.0021938176589561095,-0.0006692332265977738
stable_node,0.17840322435994352,617.1612725418571,0.0021840889973789683,-0.0006662654591654195
