A,r,psi,discriminant,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,g_declared_metric,gcrit_declared_metric,R_B_declared_metric,bounded_margin,lambda_transverse
0.17911242521140452,0.8056843332560412,-0.21579327316633254,-0.003768047118556578,-0.02192230230935547,0.03069221040653709,-0.02192230230935547,-0.03069221040653709,0.06569415269270519,0.05808364587707387,0.7491686511076306,0.1225073356048536,-0.1615594266382931
0.1791165954957029,0.8056425294462051,-0.2157882403394199,-0.0037853375268578487,-0.02191848200816657,0.030762548361838674,-0.02191848200816657,-0.030762548361838674,0.06572317513152678,0.058079267967622306,0.7493385757435825,0.12301660219484156,-0.1615522023696452
0.17912076578000127,0.8056008301273088,-0.2157832225068294,-0.003802588626353954,-0.02191467083878315,0.030832566493700923,-0.02191467083878315,-0.030832566493700923,0.0657521215746122,0.058074902797801524,0.7495079263763722,0.12352426340201883,-0.16154499636460826
0.17912493606429966,0.8055592344619227,-0.21577821954802376,-0.0038198007339297346,-0.0219108687280931,0.0309022682578874,-0.0219108687280931,-0.0309022682578874,0.065780992631229,0.05807055026489218,0.7496767076685267,0.12403033204144331,-0.161537808476958
0.17912910634859805,0.805517741623745,-0.2157732313440686,-0.0038369741622539272,-0.021907075603955696,0.03097165705227092,-0.021907075603955696,-0.03097165705227092,0.06580978890254777,0.05806621026754215,0.7498449242204724,0.12453482075841205,-0.16153063856241312
0.17913327663289644,0.8054763507974236,-0.21576825777760625,-0.0038541092198457715,-0.02190329139518598,0.031040736218096433,-0.02190329139518598,-0.031040736218096433,0.06583851098177244,0.058061882705743605,0.750012580571573,0.12503774203126072,-0.1615234864786036
0.17913744691719483,0.8054350611782971,-0.21576329873281908,-0.003871206211176372,-0.021899516031532205,0.0311095090413541,-0.021899516031532205,-0.0311095090413541,0.06586715945432851,0.05805756748080172,0.7501796812014987,0.12553910817516445,-0.16151635208502596
0.17914161720149321,0.8053938719722039,-0.21575835409540156,-0.0038882654367411035,-0.021895749443659185,0.031177978754006404,-0.021895749443659185,-0.031177978754006404,0.06589573489800232,0.058053264495310904,0.7503462305313036,0.12603893134507227,-0.16150923524300978
0.1791457874857916,0.8053527823953576,-0.2157534237525426,-0.0039052871931021145,-0.021891991563137363,0.03124614853506794,-0.021891991563137363,-0.03124614853506794,0.065924237883031,0.05804897365313992,0.7505122329241994,0.12653722353773555,-0.16150213581569603
0.17914995777009,0.8053117916740763,-0.21574850759288636,-0.00392227177299637,-0.021888242322419156,0.03131402151192165,-0.021888242322419156,-0.03131402151192165,0.06595266897229975,0.05804469485939828,0.7506776926869658,0.1270339965956535,-0.16149505366798955
0.17915412805438838,0.8052708990446454,-0.21574360550651245,-0.003939219465385165,-0.021884501654827172,0.03138160076137436,-0.021884501654827172,-0.03138160076137436,0.06598102872144215,0.05804042802041938,0.7508426140707763,0.12752926220927363,-0.16148798866653546
0.17915829833868677,0.8052301037531305,-0.21573871738490913,-0.003956130555525066,-0.021880769494537586,0.03144888931077323,-0.021880769494537586,-0.03144888931077323,0.0660093176789757,0.05803617304373772,0.7510070012722285,0.12802303191981013,-0.16148094067968616
0.17916246862298515,0.8051894050552171,-0.21573384312095023,-0.003973005325027833,-0.0218770457765664,0.0315158901390546,-0.0218770457765664,-0.0315158901390546,0.06603753638641842,0.05803192983806914,0.7511708584342576,0.12851531712171882,-0.1614739095774737
0.17916663890728354,0.8051488022160079,-0.21572898260886575,-0.003989844051939532,-0.021873330436751645,0.03158260617784546,-0.021873330436751645,-0.03158260617784546,0.06606568537843677,0.05802769831328579,0.7513341896472303,0.1290061290657205,-0.1614668952315741
0.17917080919158193,0.8051082945098829,-0.2157241357442219,-0.004006647010791535,-0.021869623411741125,0.031649040312431015,-0.021869623411741125,-0.031649040312431015,0.06609376518294696,0.05802347838039916,0.7514969989497571,0.12949547886098234,-0.16145989751528297
0.17917497947588032,0.8050678812203141,-0.21571930242389425,-0.0040234144726726,-0.021865924638976374,0.03171519538278379,-0.021865924638976374,-0.03171519538278379,0.06612177632125038,0.05801926995153694,0.7516592903297022,0.12998337747790312,-0.16145291630348335
0.1791791497601787,0.8050275616397441,-0.21571448254605038,-0.004040146705272075,-0.021862234056681938,0.03178107418445795,-0.021862234056681938,-0.03178107418445795,0.06614971930812144,0.0580150729399286,0.7518210677249064,0.13046983575003668,-0.16144595147262436
0.1791833200444771,0.8049873350693826,-0.21570967601012053,-0.004056843972960201,-0.021858551603847642,0.031846679469609535,-0.021858551603847642,-0.031846679469609535,0.06617759465195572,0.058010887259880003,0.7519823350242631,0.13095486437708637,-0.16143900290068566
