M,eta,Re_lambda,abs_Im_lambda,g,s,D,cond_eigenvectors,max_Re_full
5.000000000000000000e+00,2.350000000000000144e-01,-2.358394438007939409e-02,1.061464489350259083e-02,1.061464489350259083e-02,2.428612866367529932e-17,-4.506827448606425045e-04,1.000000000000002665e+00,-2.358394438007939409e-02
5.000000000000000000e+00,2.399999999999999911e-01,-2.354797346050212931e-02,1.084060741999042302e-02,-1.084060741999042302e-02,5.098924754642908397e-13,-4.700750769374056393e-04,1.000000000047035265e+00,-2.354797346050212931e-02
5.000000000000000000e+00,2.449999999999999956e-01,-2.351125494285114664e-02,1.106657738809051737e-02,-1.106657738809051911e-02,1.868806585175741830e-11,-4.898765403463854577e-04,1.000000001688694740e+00,-2.351125494285114664e-02
5.000000000000000000e+00,2.500000000000000000e-01,-2.347378941502716726e-02,1.129255488319048928e-02,-1.129255488319048928e-02,-1.652866645635020504e-11,-5.100871831594774907e-04,1.000000001463678068e+00,-2.347378941502716726e-02
5.000000000000000000e+00,2.550000000000000044e-01,-2.343557748286962533e-02,1.151854012613778844e-02,-1.151854012613778844e-02,-3.618766744595269813e-12,-5.307070665497853760e-04,1.000000000314169357e+00,-2.343557748286962533e-02
5.000000000000000000e+00,2.600000000000000089e-01,-2.339661974819675846e-02,1.174453314663576400e-02,-1.174453314663576400e-02,-3.122502256758252770e-17,-5.517362353297046614e-04,1.000000000000002665e+00,-2.339661974819675846e-02
5.000000000000000000e+00,2.650000000000000133e-01,-2.335691688204261790e-02,1.197053424551971883e-02,-1.197053424551971709e-02,5.637851296924623057e-17,-5.731747604926412708e-04,1.000000000000004663e+00,-2.335691688204261790e-02
5.000000000000000000e+00,2.700000000000000178e-01,-2.331646951955112373e-02,1.219654339546312298e-02,-1.219654339546312125e-02,5.153611912223077240e-13,-5.950226831896603986e-04,1.000000000042254644e+00,-2.331646951955112373e-02
5.000000000000000000e+00,2.750000000000000222e-01,-2.327527828806570664e-02,1.242256093048021114e-02,-1.242256093048021287e-02,-1.859875534832022836e-11,-6.172800802859736147e-04,1.000000001497175939e+00,-2.327527828806570664e-02
5.000000000000000000e+00,2.800000000000000266e-01,-2.323334384131044150e-02,1.264858675252627206e-02,1.264858675252627206e-02,-9.887923813067800438e-17,-6.399469873447324094e-04,1.000000000000007550e+00,-2.323334384131044150e-02
5.000000000000000000e+00,2.850000000000000311e-01,-2.319066691235438515e-02,1.287462124085469138e-02,1.287462124085469138e-02,-8.484588032153794757e-12,-6.630234883818671718e-04,1.000000000659016619e+00,-2.319066691235438515e-02
5.000000000000000000e+00,2.899999999999999800e-01,-2.314724814928128052e-02,1.310066440184838935e-02,1.310066440184838935e-02,1.968841062405246589e-11,-6.865096310794304357e-04,1.000000001502856062e+00,-2.314724814928128052e-02
5.000000000000000000e+00,2.949999999999999845e-01,-2.310308822990057853e-02,1.332671636497224921e-02,1.332671636497224921e-02,7.020316619699151772e-12,-7.104054762896766431e-04,1.000000000526785504e+00,-2.310308822990057853e-02
5.000000000000000000e+00,2.999999999999999889e-01,-2.305818794073664219e-02,1.355277734154201712e-02,1.355277734154201885e-02,1.749162186620578652e-11,-7.347110946776589215e-04,1.000000001290630269e+00,-2.305818794073664219e-02
5.000000000000000000e+00,3.049999999999999933e-01,-2.301254790173638820e-02,1.377884737951540553e-02,1.377884737951540553e-02,-8.061225298394703032e-13,-7.594265404319142836e-04,1.000000000058504313e+00,-2.301254790173638820e-02
5.000000000000000000e+00,3.099999999999999978e-01,-2.296616892120421222e-02,1.400492674584761892e-02,1.400492674584761718e-02,-7.892991815694472280e-17,-7.845518926262318041e-04,1.000000000000005329e+00,-2.296616892120421222e-02
5.000000000000000000e+00,3.150000000000000022e-01,-2.291905172501511323e-02,1.423101539314669539e-02,1.423101539314669539e-02,-5.349488213512998414e-12,-8.100871964799127682e-04,1.000000000375903753e+00,-2.291905172501511323e-02
5.000000000000000000e+00,3.200000000000000067e-01,-2.287119702337298346e-02,1.445711365282168100e-02,1.445711365282167926e-02,-9.280770596475917955e-17,-8.360325406824120446e-04,1.000000000000006439e+00,-2.287119702337298346e-02
5.000000000000000000e+00,3.250000000000000111e-01,-2.282260561737641663e-02,1.468322147479505374e-02,1.468322147479505374e-02,-1.053116795157738039e-12,-8.623879715115304522e-04,1.000000000071722850e+00,-2.282260561737641663e-02
5.000000000000000000e+00,3.300000000000000155e-01,-2.277327828477490601e-02,1.490933917433335566e-02,1.490933917433335740e-02,8.673617379884035472e-17,-8.891535784612451072e-04,1.000000000000005773e+00,-2.277327828477490601e-02
5.000000000000000000e+00,3.350000000000000200e-01,-2.272321581294848430e-02,1.513546674518946762e-02,1.513546674518946762e-02,2.748570988864162956e-11,-9.163294143789450178e-04,1.000000001815980255e+00,-2.272321581294848430e-02
5.000000000000000000e+00,3.400000000000000244e-01,-2.267241895823373862e-02,1.536160437986371953e-02,1.536160437986371953e-02,-4.713706855397070683e-12,-9.439155564937928107e-04,1.000000000306849657e+00,-2.267241895823373862e-02
5.000000000000000000e+00,3.450000000000000289e-01,-2.262088856207798704e-02,1.558775224494927079e-02,1.558775224494927253e-02,5.310396219981861066e-13,-9.719120801996842564e-04,1.000000000034067860e+00,-2.262088856207798704e-02
5.000000000000000000e+00,3.500000000000000333e-01,-2.256862542599048782e-02,1.581391032161311855e-02,1.581391032161312202e-02,-4.510281037539698445e-17,-1.000319038640088039e-03,1.000000000000003331e+00,-2.256862542599048782e-02
5.000000000000000000e+00,3.549999999999999822e-01,-2.251563039681510336e-02,1.604007892559109957e-02,1.604007892559109957e-02,1.852622916187485202e-11,-1.029136527756766830e-03,1.000000001154996321e+00,-2.251563039681510336e-02
5.000000000000000000e+00,3.599999999999999867e-01,-2.246190430158697543e-02,1.626625802701916340e-02,1.626625802701916340e-02,-1.023486850826316186e-16,-1.058364600806261302e-03,1.000000000000006439e+00,-2.246190430158697543e-02
5.000000000000000000e+00,3.649999999999999911e-01,-2.240744796088081636e-02,1.649244793528106476e-02,1.649244793528106476e-02,7.576314575707954191e-12,-1.088003355591826531e-03,1.000000000459380756e+00,-2.240744796088081636e-02
5.000000000000000000e+00,3.699999999999999956e-01,-2.235226224030884001e-02,1.671864856137475139e-02,1.671864856137475139e-02,-4.705950906735978378e-12,-1.118052838875032177e-03,1.000000000281478840e+00,-2.235226224030884001e-02
5.000000000000000000e+00,3.750000000000000000e-01,-2.229634804986814142e-02,1.694486023748191517e-02,1.694486023748191517e-02,7.612391619837843848e-12,-1.148513153871182817e-03,1.000000000449244864e+00,-2.229634804986814142e-02
5.000000000000000000e+00,3.800000000000000044e-01,-2.223970622614140913e-02,1.717108296870715686e-02,1.717108296870715339e-02,-6.657773291007806904e-12,-1.179384361272899735e-03,1.000000000387731625e+00,-2.223970622614140913e-02
5.000000000000000000e+00,3.850000000000000089e-01,-2.218233764258737556e-02,1.739731678166094378e-02,1.739731678166094725e-02,8.743977764069654768e-13,-1.210666524805846566e-03,1.000000000050260685e+00,-2.218233764258737556e-02
5.000000000000000000e+00,3.900000000000000133e-01,-2.212424324611519943e-02,1.762356208132626750e-02,-1.762356208132626750e-02,3.824891792181261962e-13,-1.242359761737444127e-03,1.000000000021703306e+00,-2.212424324611519943e-02
5.000000000000000000e+00,3.950000000000000178e-01,-2.206542393622218379e-02,1.784981885327824661e-02,-1.784981885327824314e-02,-8.256001785000854909e-12,-1.274464132379389894e-03,1.000000000462525795e+00,-2.206542393622218379e-02
5.000000000000000000e+00,4.000000000000000222e-01,-2.200588059854164877e-02,1.807608715648199860e-02,-1.807608715648199860e-02,-4.883579651782099518e-12,-1.306979707554933911e-03,1.000000000270168110e+00,-2.200588059854164877e-02
5.000000000000000000e+00,4.050000000000000266e-01,-2.194561414385505158e-02,1.830236709378718629e-02,-1.830236709378718629e-02,1.800087856551613186e-13,-1.339906564942976164e-03,1.000000000009835466e+00,-2.194561414385505158e-02
5.000000000000000000e+00,4.100000000000000311e-01,-2.188462557183440405e-02,1.852865888649444029e-02,-1.852865888649444029e-02,2.722583269942902007e-11,-1.373244800528277592e-03,1.000000001469390609e+00,-2.188462557183440405e-02
5.000000000000000000e+00,4.150000000000000355e-01,-2.182291577263476001e-02,1.875496263073007930e-02,-1.875496263073007930e-02,1.073204025647811477e-12,-1.406994493120326860e-03,1.000000000057222893e+00,-2.182291577263476001e-02
5.000000000000000000e+00,4.199999999999999845e-01,-2.176048573835288186e-02,1.898127845708406231e-02,-1.898127845708406231e-02,6.801661664446179145e-12,-1.441155727461454310e-03,1.000000000358335361e+00,-2.176048573835288186e-02
5.000000000000000000e+00,4.249999999999999889e-01,-2.169733642979107535e-02,1.920760639568161454e-02,-1.920760639568161454e-02,4.506721384966994037e-12,-1.475728573805717070e-03,1.000000000234632092e+00,-2.169733642979107535e-02
5.000000000000000000e+00,4.299999999999999933e-01,-2.163346877993376979e-02,1.943394670573970334e-02,-1.943394670573970334e-02,4.530004843461554742e-13,-1.510713138246124083e-03,1.000000000023310021e+00,-2.163346877993376979e-02
5.000000000000000000e+00,4.349999999999999978e-01,-2.156888381691780127e-02,1.966029938012472597e-02,-1.966029938012472597e-02,-1.006139616066548115e-16,-1.546109486864530834e-03,1.000000000000004885e+00,-2.156888381691780127e-02
5.000000000000000000e+00,4.400000000000000022e-01,-2.150358253207691750e-02,1.988666449779140019e-02,-1.988666449779140366e-02,-1.787815902265510459e-11,-1.581917699390867878e-03,1.000000000899002650e+00,-2.150358253207691750e-02
5.000000000000000000e+00,4.450000000000000067e-01,-2.143756589929974102e-02,2.011304242791447233e-02,-2.011304242791447233e-02,9.916218887684458139e-12,-1.618137902828351102e-03,1.000000000493024288e+00,-2.143756589929974102e-02
5.000000000000000000e+00,4.500000000000000111e-01,-2.137083493919534477e-02,2.033943304255002305e-02,-2.033943304255002305e-02,1.457167719820517959e-16,-1.654770145969502830e-03,1.000000000000007327e+00,-2.137083493919534477e-02
5.000000000000000000e+00,4.550000000000000155e-01,-2.130339066156491934e-02,2.056583646403964752e-02,-2.056583646403964405e-02,-8.673617379884035472e-18,-1.691814517862490989e-03,1.000000000000000666e+00,-2.130339066156491934e-02
5.000000000000000000e+00,4.600000000000000200e-01,-2.123523416002332659e-02,2.079225289052393996e-02,-2.079225289052393649e-02,-9.681274878992063293e-12,-1.729271121054004167e-03,1.000000000465619099e+00,-2.123523416002332659e-02
5.000000000000000000e+00,4.650000000000000244e-01,-2.116636639958376781e-02,2.101868241560448866e-02,-2.101868241560448866e-02,-1.146131800577876447e-13,-1.767140041952165426e-03,1.000000000005452971e+00,-2.116636639958376781e-02
5.000000000000000000e+00,4.700000000000000289e-01,-2.109678842610782784e-02,2.124512522578173371e-02,-2.124512522578173024e-02,-1.859467441134299293e-13,-1.805421383436589099e-03,1.000000000008752776e+00,-2.109678842610782784e-02
5.000000000000000000e+00,4.750000000000000333e-01,-2.102650131862337374e-02,2.147158111988826945e-02,-2.147158111988826598e-02,-6.762125581705191735e-13,-1.844115183151769045e-03,1.000000000031493030e+00,-2.102650131862337374e-02
5.000000000000000000e+00,4.799999999999999822e-01,-2.095550616287362999e-02,2.169805061109482749e-02,-2.169805061109483096e-02,9.184743243739745822e-12,-1.883221601286531009e-03,1.000000000423298507e+00,-2.095550616287362999e-02
5.000000000000000000e+00,4.849999999999999867e-01,-2.088380401804552228e-02,2.192453360620248357e-02,-2.192453360620248357e-02,9.170650350220910241e-13,-1.922740695398008313e-03,1.000000000041828541e+00,-2.088380401804552228e-02
5.000000000000000000e+00,4.899999999999999911e-01,-2.081139592634954211e-02,2.215103021777580297e-02,-2.215103021777579950e-02,1.943173920382346154e-11,-1.962672558835266631e-03,1.000000000877238282e+00,-2.081139592634954211e-02
5.000000000000000000e+00,4.949999999999999956e-01,-2.073828299309523476e-02,2.237754045419847529e-02,-2.237754045419847182e-02,1.861540956105134370e-11,-2.003017267117157118e-03,1.000000000831879010e+00,-2.073828299309523476e-02
5.000000000000000000e+00,5.000000000000000000e-01,-2.066446634330751028e-02,2.260406465351112379e-02,-2.260406465351112032e-02,-8.673617379884035472e-17,-2.043774955440443280e-03,1.000000000000003553e+00,-2.066446634330751028e-02
5.000000000000000000e+00,5.050000000000000044e-01,-2.058994709625375230e-02,2.283060283336026466e-02,-2.283060283336026813e-02,-1.085733759842444357e-11,-2.084945702938551491e-03,1.000000000475560924e+00,-2.058994709625375230e-02
5.000000000000000000e+00,5.100000000000000089e-01,-2.051472628647915686e-02,2.305715494639455285e-02,-2.305715494639455285e-02,-3.230606754334175434e-12,-2.126529576888187226e-03,1.000000000140112810e+00,-2.051472628647915686e-02
5.000000000000000000e+00,5.150000000000000133e-01,-2.043880510964996011e-02,2.328372123541199226e-02,-2.328372123541198879e-02,7.575797628112113102e-13,-2.168526698273501134e-03,1.000000000032536640e+00,-2.043880510964996011e-02
5.000000000000000000e+00,5.200000000000000178e-01,-2.036218468322090885e-02,2.351030181965641647e-02,-2.351030181965641300e-02,-9.339664458485330556e-12,-2.210937166605358474e-03,1.000000000397258226e+00,-2.036218468322090885e-02
5.000000000000000000e+00,5.250000000000000222e-01,-2.028486610778102578e-02,2.373689665404240395e-02,-2.373689665404246640e-02,-8.922081823348193552e-13,-2.253761051058770018e-03,1.000000000037587711e+00,-2.028486610778102578e-02
5.000000000000000000e+00,5.300000000000000266e-01,-2.020685057077849928e-02,2.396350602236107727e-02,-2.396350602236104257e-02,1.539410959816578384e-12,-2.296998483534935798e-03,1.000000000064239725e+00,-2.020685057077849928e-02
5.000000000000000000e+00,5.350000000000000311e-01,-2.012813920416405000e-02,2.419012989002699079e-02,-2.419012989002700120e-02,-5.030698080332740574e-17,-2.340649536385511296e-03,1.000000000000002220e+00,-2.012813920416405000e-02
5.000000000000000000e+00,5.400000000000000355e-01,-2.004873319604447146e-02,2.441676838749719247e-02,-2.441676838749710227e-02,-4.652651527936590981e-12,-2.384714313954711205e-03,1.000000000190551575e+00,-2.004873319604447146e-02
5.000000000000000000e+00,5.450000000000000400e-01,-1.996863365254720329e-02,2.464342162254106947e-02,-2.464342162254106600e-02,5.580813589034505640e-12,-2.429192917065297989e-03,1.000000000226462404e+00,-1.996863365254720329e-02
5.000000000000000000e+00,5.500000000000000444e-01,-1.988784182046163598e-02,2.487008966674449789e-02,-2.487008966674443544e-02,-1.588787261475044232e-11,-2.474085440127633123e-03,1.000000000638834985e+00,-1.988784182046163598e-02
5.000000000000000000e+00,5.550000000000000488e-01,-1.980635884436116045e-02,2.509677270892727435e-02,-2.509677270892735415e-02,-7.979727989493312634e-17,-2.519392001614243533e-03,1.000000000000003109e+00,-1.980635884436116045e-02
5.000000000000000000e+00,5.600000000000000533e-01,-1.972418593208694407e-02,2.532347074400424780e-02,-2.532347074400423392e-02,2.255140518769849223e-17,-2.565112682089753203e-03,1.000000000000001110e+00,-1.972418593208694407e-02
5.000000000000000000e+00,5.650000000000000577e-01,-1.964132427330542857e-02,2.555018374743306397e-02,-2.555018374743303969e-02,9.309442106086862623e-12,-2.611247558110365782e-03,1.000000000364359432e+00,-1.964132427330542857e-02
5.000000000000000000e+00,5.700000000000000622e-01,-1.955777507312276425e-02,2.577691204565790706e-02,-2.577691204565797645e-02,7.839324675518177798e-12,-2.657796778438349401e-03,1.000000000304122061e+00,-1.955777507312276425e-02
5.000000000000000000e+00,5.750000000000000666e-01,-1.947353954708729018e-02,2.600365566411650189e-02,-2.600365566411662333e-02,-6.626666229636590799e-12,-2.704760431591778438e-03,1.000000000254836152e+00,-1.947353954708729018e-02
5.000000000000000000e+00,5.799999999999999600e-01,-1.938861890558397222e-02,2.623041465269774705e-02,-2.623041465269776440e-02,1.188589157652408801e-12,-2.752138611409846690e-03,1.000000000045313753e+00,-1.938861890558397222e-02
5.000000000000000000e+00,5.849999999999999645e-01,-1.930301438530757432e-02,2.645718893181598155e-02,-2.645718893181588094e-02,1.717006745116655964e-12,-2.799931384695203505e-03,1.000000000064897643e+00,-1.930301438530757432e-02
5.000000000000000000e+00,5.899999999999999689e-01,-1.921672725840147672e-02,2.668397897615119863e-02,-2.668397897615125414e-02,3.691803807104321322e-13,-2.848138935998728669e-03,1.000000000013835821e+00,-1.921672725840147672e-02
5.000000000000000000e+00,5.949999999999999734e-01,-1.912975867402146729e-02,2.691078456376557945e-02,-2.691078456376553435e-02,-8.500145032286354763e-17,-2.896761303349605285e-03,1.000000000000003331e+00,-1.912975867402146729e-02
5.000000000000000000e+00,5.999999999999999778e-01,-1.904210995715627588e-02,2.713760581921174572e-02,-2.713760581921173531e-02,2.282604660841514033e-12,-2.945798598395658451e-03,1.000000000084112273e+00,-1.904210995715627588e-02
5.000000000000000000e+00,6.049999999999999822e-01,-1.895378235029453878e-02,2.736444296559848582e-02,-2.736444296559846501e-02,-1.727175694132832007e-12,-2.995250955269964776e-03,1.000000000063117511e+00,-1.895378235029453878e-02
5.000000000000000000e+00,6.099999999999999867e-01,-1.886477709377982342e-02,2.759129600235265753e-02,-2.759129600235264712e-02,-4.631711680858074942e-13,-3.045118460357764800e-03,1.000000000016787016e+00,-1.886477709377982342e-02
5.000000000000000000e+00,6.149999999999999911e-01,-1.877509543090474103e-02,2.781816492769764032e-02,-2.781816492769757093e-02,-1.733121458846742513e-11,-3.095401199778332561e-03,1.000000000623017637e+00,-1.877509543090474103e-02
5.000000000000000000e+00,6.199999999999999956e-01,-1.868473868694792844e-02,2.804504992970821217e-02,-2.804504992970804911e-02,-1.669493883416084401e-11,-3.146099302239269493e-03,1.000000000595290262e+00,-1.868473868694792844e-02
5.000000000000000000e+00,6.250000000000000000e-01,-1.859370812420160779e-02,2.827195101756826284e-02,-2.827195101756843285e-02,3.549365662491865692e-12,-3.197212857359155082e-03,1.000000000125543576e+00,-1.859370812420160779e-02
5.000000000000000000e+00,6.300000000000000044e-01,-1.850200503742496436e-02,2.849886838752530016e-02,-2.849886838752523424e-02,7.653131600671159163e-12,-3.248741997477940392e-03,1.000000000268541855e+00,-1.850200503742496436e-02
5.000000000000000000e+00,6.350000000000000089e-01,-1.840963067394286307e-02,2.872580196378623357e-02,-2.872580196378636888e-02,1.763398455034703716e-12,-3.300686793850691070e-03,1.000000000061387562e+00,-1.840963067394286307e-02
5.000000000000000000e+00,6.400000000000000133e-01,-1.831658638510160614e-02,2.895275194778363856e-02,-2.895275194778369060e-02,1.092875789865388469e-16,-3.353047381399569538e-03,1.000000000000003997e+00,-1.831658638510160614e-02
5.000000000000000000e+00,6.450000000000000178e-01,-1.822287346884474829e-02,2.917971833933523731e-02,-2.917971833933528589e-02,-3.118258776191318304e-11,-3.405823849451759897e-03,1.000000001068638955e+00,-1.822287346884474829e-02
5.000000000000000000e+00,6.500000000000000222e-01,-1.812849321826591475e-02,2.940670124289395185e-02,-2.940670124289414267e-02,3.021980235495824729e-12,-3.459016311955327976e-03,1.000000000102764686e+00,-1.812849321826591475e-02
5.000000000000000000e+00,6.550000000000000266e-01,-1.803344691860900295e-02,2.963370066408234707e-02,-2.963370066408245462e-02,-6.172787975211591061e-13,-3.512624860193763222e-03,1.000000000020830448e+00,-1.803344691860900295e-02
5.000000000000000000e+00,6.600000000000000311e-01,-1.793773597182986984e-02,2.986071683663986398e-02,-2.986071683664003051e-02,-7.875464169693202621e-12,-3.566649639991989387e-03,1.000000000263740363e+00,-1.793773597182986984e-02
5.000000000000000000e+00,6.650000000000000355e-01,-1.784136165297043469e-02,3.008774968475590866e-02,-3.008774968475584621e-02,1.145711477079647267e-11,-3.621090724370101648e-03,1.000000000380790288e+00,-1.784136165297043469e-02
5.000000000000000000e+00,6.700000000000000400e-01,-1.774432527618986788e-02,3.031479932931129342e-02,-3.031479932931127608e-02,1.665207728651640906e-11,-3.675948233505645004e-03,1.000000000549305046e+00,-1.774432527618986788e-02
5.000000000000000000e+00,6.750000000000000444e-01,-1.764662823151014887e-02,3.054186582371444872e-02,-3.054186582371445913e-02,2.800755460885540060e-11,-3.731222271975109285e-03,1.000000000917021792e+00,-1.764662823151014887e-02
5.000000000000000000e+00,6.800000000000000488e-01,-1.754827182507619904e-02,3.076894927616750236e-02,-3.076894927616757175e-02,2.255140518769849223e-17,-3.786912958237492310e-03,1.000000000000000888e+00,-1.754827182507619904e-02
5.000000000000000000e+00,6.850000000000000533e-01,-1.744925745034808101e-02,3.099604975110199084e-02,-3.099604975110193533e-02,9.146123094994074165e-12,-3.843020400691146005e-03,1.000000000295074409e+00,-1.744925745034808101e-02
5.000000000000000000e+00,6.900000000000000577e-01,-1.734958641671639767e-02,3.122316721102706694e-02,-3.122316721102698367e-02,7.763043680109049660e-13,-3.899544682751001582e-03,1.000000000024863445e+00,-1.734958641671639767e-02
5.000000000000000000e+00,6.950000000000000622e-01,-1.724926009217919026e-02,3.145030186937926991e-02,-3.145030186937936012e-02,-1.733393983904818469e-11,-3.956485950700347476e-03,1.000000000551153345e+00,-1.724926009217919026e-02
5.000000000000000000e+00,7.000000000000000666e-01,-1.714827984117244658e-02,3.167745368947712942e-02,-3.167745368947713636e-02,-1.863951354375004144e-11,-4.013844288995874893e-03,1.000000000588415761e+00,-1.714827984117244658e-02
5.000000000000000000e+00,7.049999999999999600e-01,-1.704664705789703250e-02,3.190462280832890435e-02,-3.190462280832906394e-02,1.467968108181949560e-12,-4.071619826167004012e-03,1.000000000046011417e+00,-1.704664705789703250e-02
5.000000000000000000e+00,7.099999999999999645e-01,-1.694436309316068451e-02,3.213180916899245620e-02,-3.213180916899236600e-02,-6.343328640134870966e-13,-4.129812641890167821e-03,1.000000000019741542e+00,-1.694436309316068451e-02
5.000000000000000000e+00,7.149999999999999689e-01,-1.684142936985624783e-02,3.235901300644963147e-02,-3.235901300644957596e-02,7.416553482464394165e-12,-4.188422891006291122e-03,1.000000000229195773e+00,-1.684142936985624783e-02
5.000000000000000000e+00,7.199999999999999734e-01,-1.673784723609392927e-02,3.258623428105413694e-02,-3.258623428105407449e-02,5.607979358668302439e-13,-4.247450658478976043e-03,1.000000000017209789e+00,-1.673784723609392927e-02
5.000000000000000000e+00,7.249999999999999778e-01,-1.663361804830432861e-02,3.281347294786059882e-02,-3.281347294786059188e-02,8.189188910323608184e-12,-4.306896027599914703e-03,1.000000000249568144e+00,-1.663361804830432861e-02
5.000000000000000000e+00,7.299999999999999822e-01,-1.652874327217611350e-02,3.304072921950846481e-02,-3.304072921950848563e-02,2.428612866367529932e-17,-4.366759149427528082e-03,1.000000000000000444e+00,-1.652874327217611350e-02
5.000000000000000000e+00,7.349999999999999867e-01,-1.642322427018667874e-02,3.326800316551995623e-02,-3.326800316551990766e-02,-3.968943229626376024e-13,-4.427040138484169586e-03,1.000000000011930235e+00,-1.642322427018667874e-02
5.000000000000000000e+00,7.399999999999999911e-01,-1.631706243106578746e-02,3.349529479723833969e-02,-3.349529479723851316e-02,4.596330260842051985e-12,-4.487739094215653646e-03,1.000000000137223122e+00,-1.631706243106578746e-02
5.000000000000000000e+00,7.449999999999999956e-01,-1.621025919142265667e-02,3.372260406438927494e-02,-3.372260406438927494e-02,-3.971597356544620538e-12,-4.548856099534255397e-03,1.000000000117772458e+00,-1.621025919142265667e-02
5.000000000000000000e+00,7.500000000000000000e-01,-1.610281595567687046e-02,3.394993122002230856e-02,-3.394993122002229469e-02,-7.285838599102589797e-17,-4.610391319376978998e-03,1.000000000000002220e+00,-1.610281595567687046e-02
5.000000000000000000e+00,7.550000000000000044e-01,-1.599473415417667493e-02,3.417727613530343461e-02,-3.417727613530341380e-02,2.904974524819969872e-11,-4.672344816115121813e-03,1.000000000849972537e+00,-1.599473415417667493e-02
5.000000000000000000e+00,7.600000000000000089e-01,-1.588601516899982441e-02,3.440463897328900622e-02,-3.440463897328882581e-02,-6.172399397152972256e-12,-4.734716731529376929e-03,1.000000000179406268e+00,-1.588601516899982441e-02
5.000000000000000000e+00,7.650000000000000133e-01,-1.577666045128956612e-02,3.463201969438061550e-02,-3.463201969438058081e-02,5.898059818321144121e-17,-4.797507152447856756e-03,1.000000000000001776e+00,-1.577666045128956612e-02
5.000000000000000000e+00,7.700000000000000178e-01,-1.566667145289596386e-02,3.485941849867677661e-02,-3.485941849867672804e-02,-7.348701508425037332e-12,-4.860716232263541901e-03,1.000000000210809814e+00,-1.566667145289596386e-02
5.000000000000000000e+00,7.750000000000000222e-01,-1.555604956489879329e-02,3.508683531959012891e-02,-3.508683531959018442e-02,5.545550130214849105e-12,-4.924344050976164899e-03,1.000000000158052016e+00,-1.555604956489879329e-02
5.000000000000000000e+00,7.800000000000000266e-01,-1.544479622669468061e-02,3.531427011742862415e-02,-3.531427011742861721e-02,4.510281037539698445e-17,-4.988390695706848565e-03,1.000000000000001110e+00,-1.544479622669468061e-02
5.000000000000000000e+00,7.850000000000000311e-01,-1.533291291311258617e-02,3.554172319606534874e-02,-3.554172319606525160e-02,-3.095814576914435179e-11,-5.052856350982890855e-03,1.000000000871036576e+00,-1.533291291311258617e-02
5.000000000000000000e+00,7.900000000000000355e-01,-1.522040105893087379e-02,3.576919445493382393e-02,-3.576919445493376148e-02,1.010547895363700377e-11,-5.117741087819456872e-03,1.000000000282518897e+00,-1.522040105893087379e-02
5.000000000000000000e+00,7.950000000000000400e-01,-1.510726206185806705e-02,3.599668385831818196e-02,-3.599668385831819584e-02,6.845472105831973408e-12,-5.183044995182821933e-03,1.000000000190169880e+00,-1.510726206185806705e-02
5.000000000000000000e+00,8.000000000000000444e-01,-1.499349744439160137e-02,3.622419157817279717e-02,-3.622419157817282492e-02,-7.992301265247192532e-12,-5.248768221968668282e-03,1.000000000220634844e+00,-1.499349744439160137e-02
5.000000000000000000e+00,8.050000000000000488e-01,-1.487910861957275621e-02,3.645171766696293086e-02,-3.645171766696281290e-02,4.105570050594309350e-13,-5.314910883487876554e-03,1.000000000011262991e+00,-1.487910861957275621e-02
5.000000000000000000e+00,8.100000000000000533e-01,-1.476409707692333956e-02,3.667926205832678505e-02,-3.667926205832675035e-02,2.875155669102014144e-11,-5.381473060573633248e-03,1.000000000783864307e+00,-1.476409707692333956e-02
5.000000000000000000e+00,8.150000000000000577e-01,-1.464846423709008361e-02,3.690682476123504502e-02,-3.690682476123505196e-02,-1.396691790001014510e-12,-5.448454855826051664e-03,1.000000000037843728e+00,-1.464846423709008361e-02
5.000000000000000000e+00,8.200000000000000622e-01,-1.453221159088033398e-02,3.713440606881338729e-02,-3.713440606881335954e-02,1.784761227696662900e-11,-5.515856456334089844e-03,1.000000000480621987e+00,-1.453221159088033398e-02
5.000000000000000000e+00,8.250000000000000666e-01,-1.441534059627175984e-02,3.736200582159384526e-02,-3.736200582159376893e-02,-5.432095745439013967e-12,-5.583677916051227492e-03,1.000000000145391255e+00,-1.441534059627175984e-02
5.000000000000000000e+00,8.300000000000000711e-01,-1.429785273136927569e-02,3.758962411558531419e-02,-3.758962411558535582e-02,5.551115123125782702e-17,-5.651919364603984197e-03,1.000000000000001554e+00,-1.429785273136927569e-02
5.000000000000000000e+00,8.349999999999999645e-01,-1.417974947844011235e-02,3.781726088576235767e-02,-3.781726088576241318e-02,2.534500387341154237e-13,-5.720580883607263162e-03,1.000000000006702416e+00,-1.417974947844011235e-02
5.000000000000000000e+00,8.399999999999999689e-01,-1.406103230897554415e-02,3.804491628803807757e-02,-3.804491628803811226e-02,-2.621516198564322053e-11,-5.789662621455310930e-03,1.000000000689058366e+00,-1.406103230897554415e-02
5.000000000000000000e+00,8.449999999999999734e-01,-1.394170270888436119e-02,3.827259038183895151e-02,-3.827259038183897927e-02,1.100548124854938692e-11,-5.859164698144134556e-03,1.000000000287555091e+00,-1.394170270888436119e-02
5.000000000000000000e+00,8.499999999999999778e-01,-1.382176212700590365e-02,3.850028303182239514e-02,-3.850028303182250616e-02,6.277596498183157792e-12,-5.929087174121759965e-03,1.000000000163053349e+00,-1.382176212700590365e-02
